message,label
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Apakah bisa request desain booth custom untuk pameran? Saya tertarik dengan portofolio perusahaan. (PD Pratiwi Rajata Tbk),0
Apakah ada promo untuk event akhir tahun? Saya ingin mengetahui detail layanan. (PD Mandasari Tbk),0
Tim kalian sangat profesional dan responsif. Tolong kirimkan katalog production terbaru. (UD Laksmiwati Tbk),0
Sistem kalian bikin emosi. Buruk sekali pelayanannya. (PT Uyainah Nasyidah (Persero) Tbk),1
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini. (PD Nugroho),1
Admin kalian bodoh banget. Saya kecewa berat dengan layanan ini.,1
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya.,1
Admin tolol dan tidak membantu. Buruk sekali pelayanannya.,1
"Bangsat, masa revisi lama banget. Buruk sekali pelayanannya.",1
Layanan paling buruk yang pernah saya lihat. Buruk sekali pelayanannya. (Perum Hutasoit Sudiati Tbk),1
Tim kalian sangat profesional dan responsif. Tolong kirimkan katalog production terbaru.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya ingin mengetahui detail layanan. (UD Sihombing (Persero) Tbk),0
"Bangsat, masa revisi lama banget. Saya kecewa berat dengan layanan ini.",1
Pelayanan kalian jelek dan lambat. Kalian tidak becus kerja.,1
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
Mohon informasi paket production yang tersedia. Tolong kirimkan katalog production terbaru. (CV Rajata Tbk),0
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan. (PT Mandasari Nashiruddin (Persero) Tbk),0
"Dasar goblok, balas chat lama. Saya kecewa berat dengan layanan ini. (UD Tamba Hastuti (Persero) Tbk)",1
Admin kalian bodoh banget. Saya kecewa berat dengan layanan ini.,1
"Dasar goblok, balas chat lama. Kalian tidak becus kerja. (Perum Maryadi)",1
Apakah bisa request desain booth custom untuk pameran? Tolong kirimkan katalog production terbaru.,0
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini. (UD Maryati Saputra),1
Pelayanan sangat mengecewakan dan parah. Hasil kerja kalian jelek banget. (PT Sitompul),1
Goblok banget cara kerja kalian. Buruk sekali pelayanannya. (PT Hardiansyah Safitri),1
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (PD Hartati Tbk),0
Admin tolol dan tidak membantu. Hasil kerja kalian jelek banget.,1
"Dasar goblok, balas chat lama. Kalian tidak becus kerja.",1
Saya ingin membuat booth dengan desain minimalis. Mohon bantuan untuk konsultasi desain.,0
Pelayanan kalian jelek dan lambat. Admin tidak berguna sama sekali.,1
Parah banget hasil produksinya. Kalian tidak becus kerja.,1
Apakah ada promo untuk event akhir tahun? Tolong kirimkan katalog production terbaru.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain.,0
Kalian bikin acara kacau total. Admin tidak berguna sama sekali.,1
Pelayanan kalian jelek dan lambat. Kalian tidak becus kerja.,1
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini. (PD Nuraini (Persero) Tbk),1
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan.,0
Admin tolol dan tidak membantu. Admin tidak berguna sama sekali.,1
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini. (UD Sitorus Utami),1
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru. (PT Utama (Persero) Tbk),0
Admin tolol dan tidak membantu. Saya kecewa berat dengan layanan ini. (CV Siregar Sirait (Persero) Tbk),1
Saya ingin menjadwalkan meeting dengan tim production. Mohon bantuan untuk konsultasi desain. (Perum Prayoga Budiyanto),0
Tim kalian tidak profesional sama sekali. Hasil kerja kalian jelek banget. (PD Hakim Saptono),1
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali. (PD Winarsih),1
Mohon informasi paket production yang tersedia. Mohon bantuan untuk konsultasi desain.,0
"Halo admin, saya ingin bertanya mengenai layanan event. Apakah tersedia paket untuk event kecil? (PD Riyanti)",0
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain.,0
Admin kalian bodoh banget. Kalian tidak becus kerja. (Perum Prasasta),1
Admin kalian bodoh banget. Hasil kerja kalian jelek banget.,1
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Apakah bisa request desain booth custom untuk pameran? Saya tertarik dengan portofolio perusahaan.,0
Tim kalian sangat profesional dan responsif. Saya ingin mengetahui detail layanan.,0
Sistem kalian bikin emosi. Kalian tidak becus kerja.,1
Website kalian sangat membantu untuk referensi event. Saya ingin mengetahui detail layanan. (CV Natsir),0
Goblok banget cara kerja kalian. Kalian tidak becus kerja. (Perum Rahmawati Tbk),1
Pelayanan sangat mengecewakan dan parah. Saya kecewa berat dengan layanan ini.,1
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (Perum Aryani Tbk),0
Saya ingin menjadwalkan meeting dengan tim production. Saya ingin mengetahui detail layanan. (PD Napitupulu),0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Apakah tersedia paket untuk event kecil? (Perum Lailasari Iswahyudi),0
"Halo admin, saya ingin bertanya mengenai layanan event. Mohon bantuan untuk konsultasi desain.",0
Parah banget hasil produksinya. Kalian tidak becus kerja.,1
Sistem kalian bikin emosi. Kalian tidak becus kerja. (CV Winarsih),1
Kalian bikin acara kacau total. Admin tidak berguna sama sekali. (Perum Latupono Wibisono (Persero) Tbk),1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini.,1
Terima kasih atas respon cepat dari tim. Apakah tersedia paket untuk event kecil? (UD Iswahyudi Pradana Tbk),0
Kalian bikin acara kacau total. Hasil kerja kalian jelek banget. (PD Siregar Tbk),1
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru. (UD Mustofa),0
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini. (CV Setiawan Uyainah Tbk),1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini.,1
"Halo admin, saya ingin bertanya mengenai layanan event. Mohon bantuan untuk konsultasi desain.",0
Kalian bikin acara kacau total. Buruk sekali pelayanannya. (PT Suryono Wastuti),1
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini.,1
Apakah ada promo untuk event akhir tahun? Tolong kirimkan katalog production terbaru.,0
Saya ingin membuat booth dengan desain minimalis. Apakah tersedia paket untuk event kecil? (Perum Winarsih Tbk),0
"Halo admin, saya ingin bertanya mengenai layanan event. Tolong kirimkan katalog production terbaru. (UD Maryadi Utami)",0
Layanan paling buruk yang pernah saya lihat. Hasil kerja kalian jelek banget.,1
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget.,1
Tim kalian sangat profesional dan responsif. Apakah tersedia paket untuk event kecil? (PD Iswahyudi (Persero) Tbk),0
Tim kalian tidak profesional sama sekali. Buruk sekali pelayanannya. (UD Oktaviani),1
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru. (CV Adriansyah),0
"Bangsat, masa revisi lama banget. Hasil kerja kalian jelek banget. (UD Zulkarnain Hidayanto (Persero) Tbk)",1
Tim kalian tidak profesional sama sekali. Hasil kerja kalian jelek banget.,1
Admin kalian bodoh banget. Saya kecewa berat dengan layanan ini.,1
Terima kasih atas respon cepat dari tim. Saya tertarik dengan portofolio perusahaan.,0
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan.,0
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain.,0
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain. (UD Namaga Siregar),0
Sistem kalian bikin emosi. Admin tidak berguna sama sekali. (Perum Anggraini Suryono Tbk),1
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru.,0
Kalian bikin acara kacau total. Hasil kerja kalian jelek banget.,1
Website ini sampah dan tidak berguna. Kalian tidak becus kerja.,1
"Bangsat, masa revisi lama banget. Saya kecewa berat dengan layanan ini.",1
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Admin tolol dan tidak membantu. Admin tidak berguna sama sekali. (Perum Budiyanto Natsir),1
Website ini sampah dan tidak berguna. Hasil kerja kalian jelek banget.,1
Website kalian sangat membantu untuk referensi event. Apakah tersedia paket untuk event kecil? (PT Uyainah Uwais (Persero) Tbk),0
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Apakah bisa request desain booth custom untuk pameran? Apakah tersedia paket untuk event kecil?,0
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru.,0
Tim kalian sangat tidak kompeten. Hasil kerja kalian jelek banget. (Perum Yulianti),1
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Terima kasih atas respon cepat dari tim. Saya ingin mengetahui detail layanan. (CV Widiastuti Oktaviani (Persero) Tbk),0
Admin tolol dan tidak membantu. Saya kecewa berat dengan layanan ini.,1
Mohon informasi paket production yang tersedia. Mohon bantuan untuk konsultasi desain.,0
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini. (Perum Prastuti Prasetya),1
Kalian bikin acara kacau total. Buruk sekali pelayanannya.,1
Mohon informasi paket production yang tersedia. Mohon bantuan untuk konsultasi desain.,0
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget. (PD Pradipta Suryono Tbk),1
Terima kasih atas respon cepat dari tim. Mohon bantuan untuk konsultasi desain.,0
Apakah ada promo untuk event akhir tahun? Tolong kirimkan katalog production terbaru.,0
Admin kalian bodoh banget. Buruk sekali pelayanannya. (PT Setiawan),1
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya ingin mengetahui detail layanan.,0
"Bangsat, masa revisi lama banget. Admin tidak berguna sama sekali.",1
"Halo admin, saya ingin bertanya mengenai layanan event. Apakah tersedia paket untuk event kecil? (Perum Simbolon Haryanti)",0
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (UD Palastri),0
Parah banget hasil produksinya. Buruk sekali pelayanannya. (PT Sihombing Tbk),1
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan. (CV Rahmawati Agustina Tbk),0
Kalian bikin acara kacau total. Kalian tidak becus kerja.,1
Boleh minta penawaran harga untuk produksi booth? Saya tertarik dengan portofolio perusahaan.,0
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
"Dasar goblok, balas chat lama. Saya kecewa berat dengan layanan ini.",1
Mohon informasi paket production yang tersedia. Mohon bantuan untuk konsultasi desain. (UD Lazuardi Tbk),0
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan.,0
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali.,1
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (Perum Prastuti),0
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Kalian bikin acara kacau total. Kalian tidak becus kerja. (UD Latupono),1
Respon admin buruk sekali. Buruk sekali pelayanannya.,1
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil? (PD Nainggolan Susanti),0
Saya ingin menjadwalkan meeting dengan tim production. Mohon bantuan untuk konsultasi desain.,0
"Bangsat, masa revisi lama banget. Admin tidak berguna sama sekali.",1
Saya ingin menjadwalkan meeting dengan tim production. Mohon bantuan untuk konsultasi desain. (PT Winarsih Maryadi),0
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain. (Perum Hassanah (Persero) Tbk),0
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja. (Perum Pradipta)",1
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget. (PD Kusmawati),1
Admin kalian bodoh banget. Kalian tidak becus kerja. (UD Najmudin),1
"Halo admin, saya ingin bertanya mengenai layanan event. Mohon bantuan untuk konsultasi desain.",0
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini. (PD Adriansyah Tbk),1
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini.,1
Apakah bisa request desain booth custom untuk pameran? Saya tertarik dengan portofolio perusahaan.,0
Saya ingin membuat booth dengan desain minimalis. Saya ingin mengetahui detail layanan. (UD Rajata),0
Parah banget hasil produksinya. Buruk sekali pelayanannya.,1
Apakah tersedia layanan instalasi outdoor? Tolong kirimkan katalog production terbaru.,0
Website kalian sangat membantu untuk referensi event. Saya ingin mengetahui detail layanan. (UD Kusmawati (Persero) Tbk),0
Admin tolol dan tidak membantu. Hasil kerja kalian jelek banget.,1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain.,0
"Halo admin, saya ingin bertanya mengenai layanan event. Saya ingin mengetahui detail layanan.",0
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali.,1
Apakah bisa produksi signage dalam jumlah banyak? Saya tertarik dengan portofolio perusahaan.,0
"Bangsat, masa revisi lama banget. Admin tidak berguna sama sekali. (PT Prabowo)",1
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali. (CV Megantara),1
Pelayanan sangat mengecewakan dan parah. Buruk sekali pelayanannya. (Perum Yuniar Yuliarti (Persero) Tbk),1
Tim kalian sangat profesional dan responsif. Apakah tersedia paket untuk event kecil? (Perum Laksmiwati Mandala),0
"Bangsat, masa revisi lama banget. Buruk sekali pelayanannya. (PD Maulana)",1
Pelayanan kalian jelek dan lambat. Buruk sekali pelayanannya. (PT Prayoga Hidayanto),1
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan. (PD Halimah Wijayanti (Persero) Tbk),0
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini.,1
Mohon informasi paket production yang tersedia. Tolong kirimkan katalog production terbaru. (CV Tamba Tbk),0
Apakah tersedia layanan instalasi outdoor? Saya ingin mengetahui detail layanan.,0
Kalian bikin acara kacau total. Kalian tidak becus kerja.,1
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain.,0
Tim kalian tidak profesional sama sekali. Hasil kerja kalian jelek banget.,1
Admin tolol dan tidak membantu. Kalian tidak becus kerja.,1
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (Perum Lailasari Tbk),0
Apakah tersedia layanan instalasi outdoor? Saya tertarik dengan portofolio perusahaan. (PT Wahyuni),0
Admin kalian bodoh banget. Saya kecewa berat dengan layanan ini. (CV Prasetyo Tbk),1
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya.,1
Respon admin buruk sekali. Kalian tidak becus kerja. (Perum Mustofa),1
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali. (PT Halim Sinaga),1
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya. (PT Sihotang),1
Pelayanan sangat mengecewakan dan parah. Saya kecewa berat dengan layanan ini.,1
Saya tertarik menggunakan jasa production untuk acara kampus. Mohon bantuan untuk konsultasi desain.,0
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Saya tertarik menggunakan jasa production untuk acara kampus. Tolong kirimkan katalog production terbaru. (PT Pangestu Tbk),0
Berapa estimasi harga untuk backdrop ukuran besar? Apakah tersedia paket untuk event kecil? (CV Mardhiyah Saputra (Persero) Tbk),0
"Dasar goblok, balas chat lama. Admin tidak berguna sama sekali.",1
Layanan paling buruk yang pernah saya lihat. Kalian tidak becus kerja. (PD Hassanah Budiman),1
Kalian bikin acara kacau total. Kalian tidak becus kerja.,1
Boleh minta penawaran harga untuk produksi booth? Mohon bantuan untuk konsultasi desain.,0
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru.,0
Website kalian sangat membantu untuk referensi event. Saya tertarik dengan portofolio perusahaan.,0
Respon admin buruk sekali. Buruk sekali pelayanannya. (Perum Haryanto),1
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget.,1
Mohon informasi paket production yang tersedia. Saya ingin mengetahui detail layanan. (UD Kusumo (Persero) Tbk),0
Apakah tersedia layanan instalasi outdoor? Tolong kirimkan katalog production terbaru.,0
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan. (PD Latupono Samosir (Persero) Tbk),0
Parah banget hasil produksinya. Buruk sekali pelayanannya.,1
Saya tertarik menggunakan jasa production untuk acara kampus. Mohon bantuan untuk konsultasi desain. (PT Maheswara Putra),0
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali.,1
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru. (PT Saefullah Salahudin (Persero) Tbk),0
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan. (PD Farida),0
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil?,0
Berapa estimasi harga untuk backdrop ukuran besar? Saya ingin mengetahui detail layanan.,0
Tim kalian sangat tidak kompeten. Kalian tidak becus kerja.,1
Tim kalian tidak profesional sama sekali. Hasil kerja kalian jelek banget.,1
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru. (PD Suartini Tbk),0
Apakah bisa produksi signage dalam jumlah banyak? Apakah tersedia paket untuk event kecil?,0
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja.",1
Saya ingin membuat booth dengan desain minimalis. Apakah tersedia paket untuk event kecil? (CV Wacana Purwanti),0
Boleh minta penawaran harga untuk produksi booth? Saya tertarik dengan portofolio perusahaan.,0
Pelayanan kalian jelek dan lambat. Buruk sekali pelayanannya.,1
"Dasar goblok, balas chat lama. Buruk sekali pelayanannya. (CV Rajata Setiawan)",1
Website kalian sangat membantu untuk referensi event. Saya ingin mengetahui detail layanan.,0
Boleh minta penawaran harga untuk produksi booth? Saya tertarik dengan portofolio perusahaan. (CV Farida Palastri),0
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget.,1
Apakah bisa request desain booth custom untuk pameran? Mohon bantuan untuk konsultasi desain. (CV Setiawan (Persero) Tbk),0
Apakah bisa request desain booth custom untuk pameran? Saya ingin mengetahui detail layanan.,0
Apakah bisa request desain booth custom untuk pameran? Saya tertarik dengan portofolio perusahaan.,0
Admin tolol dan tidak membantu. Kalian tidak becus kerja.,1
Berapa estimasi harga untuk backdrop ukuran besar? Apakah tersedia paket untuk event kecil?,0
Apakah bisa request desain booth custom untuk pameran? Saya ingin mengetahui detail layanan.,0
Sistem kalian bikin emosi. Admin tidak berguna sama sekali. (UD Hariyah Tbk),1
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil? (PT Simanjuntak),0
"Dasar goblok, balas chat lama. Buruk sekali pelayanannya. (Perum Pranowo Mansur Tbk)",1
Mohon informasi paket production yang tersedia. Tolong kirimkan katalog production terbaru. (PD Dongoran Firmansyah Tbk),0
Boleh minta penawaran harga untuk produksi booth? Saya ingin mengetahui detail layanan. (Perum Kurniawan (Persero) Tbk),0
Berapa estimasi harga untuk backdrop ukuran besar? Mohon bantuan untuk konsultasi desain. (Perum Anggriawan),0
Apakah bisa produksi signage dalam jumlah banyak? Mohon bantuan untuk konsultasi desain.,0
"Dasar goblok, balas chat lama. Admin tidak berguna sama sekali. (CV Manullang)",1
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini. (CV Anggraini),1
Berapa estimasi harga untuk backdrop ukuran besar? Saya tertarik dengan portofolio perusahaan.,0
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini.,1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya ingin mengetahui detail layanan. (UD Wasita Tbk),0
Kalian bikin acara kacau total. Hasil kerja kalian jelek banget. (CV Mulyani Hardiansyah (Persero) Tbk),1
Tim kalian sangat tidak kompeten. Admin tidak berguna sama sekali.,1
Pelayanan sangat mengecewakan dan parah. Hasil kerja kalian jelek banget.,1
Parah banget hasil produksinya. Admin tidak berguna sama sekali. (UD Sihotang),1
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru. (Perum Situmorang Pertiwi (Persero) Tbk),0
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru. (Perum Padmasari Usamah Tbk),0
Saya ingin membuat booth dengan desain minimalis. Tolong kirimkan katalog production terbaru. (UD Rahayu Pranowo Tbk),0
Apakah tersedia layanan instalasi outdoor? Saya ingin mengetahui detail layanan. (UD Laksita),0
Kalian bikin acara kacau total. Admin tidak berguna sama sekali. (Perum Salahudin),1
Apakah ada promo untuk event akhir tahun? Tolong kirimkan katalog production terbaru.,0
Mohon informasi paket production yang tersedia. Tolong kirimkan katalog production terbaru. (PD Aryani Tbk),0
"Halo admin, saya ingin bertanya mengenai layanan event. Saya tertarik dengan portofolio perusahaan.",0
Terima kasih atas respon cepat dari tim. Mohon bantuan untuk konsultasi desain.,0
Saya ingin membuat booth dengan desain minimalis. Saya ingin mengetahui detail layanan.,0
Saya ingin menjadwalkan meeting dengan tim production. Mohon bantuan untuk konsultasi desain.,0
"Bangsat, masa revisi lama banget. Saya kecewa berat dengan layanan ini.",1
Saya ingin membuat booth dengan desain minimalis. Tolong kirimkan katalog production terbaru.,0
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini.,1
Apakah ada promo untuk event akhir tahun? Saya ingin mengetahui detail layanan. (PT Hutasoit Andriani (Persero) Tbk),0
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan.,0
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain. (PD Rahmawati Suwarno),0
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Admin tolol dan tidak membantu. Kalian tidak becus kerja.,1
Apakah bisa produksi signage dalam jumlah banyak? Tolong kirimkan katalog production terbaru. (PT Maulana),0
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru.,0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya tertarik dengan portofolio perusahaan. (PD Tampubolon),0
Layanan paling buruk yang pernah saya lihat. Saya kecewa berat dengan layanan ini.,1
Saya tertarik menggunakan jasa production untuk acara kampus. Apakah tersedia paket untuk event kecil? (Perum Yuniar Tamba Tbk),0
Boleh minta penawaran harga untuk produksi booth? Mohon bantuan untuk konsultasi desain. (PD Irawan Megantara),0
Parah banget hasil produksinya. Kalian tidak becus kerja. (PD Pertiwi Tbk),1
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain. (PD Halimah Rahmawati (Persero) Tbk),0
Layanan paling buruk yang pernah saya lihat. Saya kecewa berat dengan layanan ini. (UD Waluyo Tbk),1
Kalian bikin acara kacau total. Admin tidak berguna sama sekali.,1
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan. (UD Sudiati),0
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan.,0
"Dasar goblok, balas chat lama. Saya kecewa berat dengan layanan ini.",1
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain.,0
Website kalian sangat membantu untuk referensi event. Apakah tersedia paket untuk event kecil?,0
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain. (Perum Latupono Yulianti (Persero) Tbk),0
Website ini sampah dan tidak berguna. Kalian tidak becus kerja.,1
Website kalian sangat membantu untuk referensi event. Saya ingin mengetahui detail layanan. (PD Tamba Pratiwi (Persero) Tbk),0
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru.,0
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali.,1
Pelayanan sangat mengecewakan dan parah. Kalian tidak becus kerja.,1
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain.,0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya ingin mengetahui detail layanan.,0
Saya ingin membuat booth dengan desain minimalis. Tolong kirimkan katalog production terbaru. (CV Prasetya Firmansyah Tbk),0
Saya ingin membuat booth dengan desain minimalis. Tolong kirimkan katalog production terbaru.,0
"Bangsat, masa revisi lama banget. Hasil kerja kalian jelek banget. (PD Purwanti Pertiwi)",1
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan. (PT Tamba),0
Terima kasih atas respon cepat dari tim. Saya tertarik dengan portofolio perusahaan. (CV Irawan Anggraini),0
Admin tolol dan tidak membantu. Buruk sekali pelayanannya. (PD Hariyah Mardhiyah),1
Berapa estimasi harga untuk backdrop ukuran besar? Apakah tersedia paket untuk event kecil? (UD Oktaviani (Persero) Tbk),0
Tim kalian tidak profesional sama sekali. Saya kecewa berat dengan layanan ini.,1
Kalian bikin acara kacau total. Buruk sekali pelayanannya.,1
"Halo admin, saya ingin bertanya mengenai layanan event. Saya tertarik dengan portofolio perusahaan.",0
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan. (UD Mahendra),0
Respon admin buruk sekali. Buruk sekali pelayanannya.,1
Admin tolol dan tidak membantu. Kalian tidak becus kerja.,1
Website kalian sangat membantu untuk referensi event. Saya ingin mengetahui detail layanan. (PD Mandala Mayasari),0
Apakah ada promo untuk event akhir tahun? Tolong kirimkan katalog production terbaru. (CV Palastri),0
Website ini sampah dan tidak berguna. Kalian tidak becus kerja.,1
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget.,1
Pelayanan sangat mengecewakan dan parah. Buruk sekali pelayanannya.,1
Admin kalian bodoh banget. Kalian tidak becus kerja. (CV Suryono Widiastuti),1
Tim kalian tidak profesional sama sekali. Admin tidak berguna sama sekali.,1
Tim kalian sangat tidak kompeten. Kalian tidak becus kerja. (PT Damanik (Persero) Tbk),1
Terima kasih atas respon cepat dari tim. Saya tertarik dengan portofolio perusahaan. (UD Usamah Firmansyah Tbk),0
Admin kalian bodoh banget. Admin tidak berguna sama sekali. (UD Nasyidah),1
Mohon informasi paket production yang tersedia. Saya ingin mengetahui detail layanan.,0
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
Terima kasih atas respon cepat dari tim. Saya ingin mengetahui detail layanan. (UD Halim),0
Website ini sampah dan tidak berguna. Hasil kerja kalian jelek banget. (PD Hariyah Putra Tbk),1
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali. (UD Ramadan Haryanto Tbk),1
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali. (PT Winarno Natsir),1
Tim kalian sangat profesional dan responsif. Tolong kirimkan katalog production terbaru. (PT Pratiwi Haryanto),0
Mohon informasi paket production yang tersedia. Apakah tersedia paket untuk event kecil? (CV Riyanti Napitupulu),0
Terima kasih atas respon cepat dari tim. Saya ingin mengetahui detail layanan.,0
Website kalian sangat membantu untuk referensi event. Saya tertarik dengan portofolio perusahaan. (PT Suryono Prastuti (Persero) Tbk),0
Apakah bisa request desain booth custom untuk pameran? Saya ingin mengetahui detail layanan. (CV Wastuti),0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Apakah tersedia paket untuk event kecil? (UD Prabowo Gunarto),0
Tim kalian tidak profesional sama sekali. Buruk sekali pelayanannya.,1
Berapa estimasi harga untuk backdrop ukuran besar? Saya ingin mengetahui detail layanan.,0
Apakah bisa produksi signage dalam jumlah banyak? Tolong kirimkan katalog production terbaru.,0
